,event_starttime,event_peaktime,event_endtime,fl_goescls,hpc_x,hpc_y,ar_noaanum,Actual Peak Time,Background End Time,Mean Onset Temp,Flare Peak Temp,Peak Time NoSub,Peak Time,Fancy Temp,Fancy EM,Peak Temp,Peak EM,Mean Onset 1/8,Mean Onset 1/6,Mean Onset 1/4,Mean Onset 1/3,Mean Onset 1/2,Mean Onset 2/3,Mean Onset 3/4,Flare Max Temp,Flare Max EM,Fancy Onset,Flare Peak EM
221,2016-02-13 21:29:00.000,2016-02-13 21:34:00.000,2016-02-13 21:40:00.000,C1.1,503.374716,312.453996,2497,2016-02-13 21:34:43.881,2016-02-13 21:30:30,,,2016-02-13 21:34:43.881,2016-02-13 21:34:43.881,10.607114722057096,2.5897929345063156e+47,10.510044839872252,3.747375374588019e+47,"(11.371040186281144, 1.893891870712828e+46)","(11.151503870540333, 2.2681935732473593e+46)","(10.65335324340733, 3.1329716732478564e+46)","(10.3779373384387, 4.27505861854909e+46)","(10.41152813509193, 7.945240132500346e+46)","(10.560194523138854, 1.2922858398236782e+47)","(10.588870415492854, 1.5508045946350767e+47)",,,,
222,2016-02-13 21:57:00.000,2016-02-13 22:01:00.000,2016-02-13 22:06:00.000,B9.5,464.03214,283.153212,2497,2016-02-13 22:01:41.795,2016-02-13 21:55:30,,,2016-02-13 22:01:41.795,2016-02-13 22:01:41.795,10.72516630572574,1.3938685855978354e+47,9.547649779567315,3.28188217859026e+47,"(21.309554098613376, 3.5770564375572875e+45)","(18.280230724214935, 7.473116613440336e+45)","(14.864296738125518, 1.5634093764021018e+46)","(13.31184217752465, 2.6522884070162216e+46)","(12.300432958425315, 4.624706960356027e+46)","(11.890120810778281, 6.991724226038169e+46)","(11.721817617690037, 8.581557366534139e+46)",,,,
223,2016-02-13 22:07:00.000,2016-02-13 22:12:00.000,2016-02-13 22:16:00.000,C2.1,-967.42794,86.050464,0,2016-02-13 22:12:53.535,2016-02-13 22:07:30,,,2016-02-13 22:12:53.535,2016-02-13 22:12:53.535,11.432541184614184,2.9342552613149672e+47,10.473655370911805,1.0473481175301243e+48,"(13.945231788556, 2.214185136904685e+46)","(12.405802914564019, 3.816976564069975e+46)","(11.311373163906037, 8.025721919662789e+46)","(11.059890315045882, 1.2340467676018919e+47)","(11.231256317373111, 2.0444164648538173e+47)","(11.42310762919878, 2.8670164778037345e+47)","(11.47747923025603, 3.3084943761817673e+47)",,,,
224,2016-02-14 00:51:00.000,2016-02-14 00:58:00.000,2016-02-14 01:02:00.000,B9.6,560.404962,291.982458,2497,2016-02-14 00:57:59.691,2016-02-14 00:50:20,,,2016-02-14 00:57:59.691,2016-02-14 00:57:59.691,12.624417567061222,1.6995669225593822e+47,11.45989297200305,3.6383211692248863e+47,"(17.422548826237364, 3.8871557910939796e+45)","(16.89160311336163, 3.8871557910939796e+45)","(14.647785403564475, 3.963127401583722e+45)","(13.591022418275942, 1.3112132845825883e+46)","(13.388949756883592, 1.0631526513154612e+47)","(12.585274284177286, 1.8273505995014575e+47)","(12.242566453529756, 2.0117634307851756e+47)",,,,
225,2016-02-14 01:18:00.000,2016-02-14 01:21:00.000,2016-02-14 01:26:00.000,C1.3,452.124396,-187.179084,2500,2016-02-14 01:21:43.048,2016-02-14 01:19:30,,,2016-02-14 01:21:43.048,2016-02-14 01:21:43.048,11.173917883616975,4.4590043071647e+46,11.100300406154687,6.051000113614124e+47,"(7.250674088882598, 4.2159280684231785e+46)","(8.095977775166876, 3.761081461029101e+46)","(9.611978705385257, 3.3145574247281423e+46)","(10.38212208516596, 3.4531787511897316e+46)","(11.08063884056129, 5.291873859481113e+46)","(11.46377789203657, 9.187668751996813e+46)","(11.556754881592946, 1.1429622204554868e+47)",,,,
226,2016-02-14 03:06:00.000,2016-02-14 03:17:00.000,2016-02-14 03:31:00.000,C1.1,-965.39358,104.791878,0,2016-02-14 03:17:11.415,2016-02-14 03:07:00.000,,,2016-02-14 03:17:11.415,2016-02-14 03:17:11.415,,,8.879634593226406,6.961232640851868e+47,"(12.44144755250065, 2.822758655369979e+46)","(12.091529205469028, 4.339219290246596e+46)","(11.594094336273116, 6.68244003103038e+46)","(11.046878218834786, 8.620193129217759e+46)","(9.985002203035359, 1.222975359926077e+47)","(9.078792205152238, 1.5406333815322798e+47)","(8.803214816171208, 1.6113622617146824e+47)",,,,
227,2016-02-14 04:27:00.000,2016-02-14 04:39:00.000,2016-02-14 04:52:00.000,C3.4,558.211608,308.198736,2497,2016-02-14 04:39:35.268,2016-02-14 04:28:00,,,2016-02-14 04:39:35.268,2016-02-14 04:39:35.268,10.37714225524749,7.702092710477037e+46,10.529188042685893,2.1431044680238918e+48,"(10.937354889347343, 5.584877016134283e+46)","(10.427472223433561, 7.468030889546895e+46)","(10.14106847122344, 1.097306173139951e+47)","(10.394962619442751, 1.956088043902156e+47)","(10.986981748944348, 5.080301423076358e+47)","(11.068039811301647, 7.912112929011607e+47)","(11.068716968958517, 9.046524654656994e+47)",,,,
228,2016-02-14 08:30:00.000,2016-02-14 08:33:00.000,2016-02-14 08:36:00.000,C1.0,586.890522,289.766712,2497,2016-02-14 08:33:19.868,2016-02-14 08:30:20,,,2016-02-14 08:33:19.868,2016-02-14 08:33:19.868,15.129766123327444,1.6179796815208506e+46,10.617013539500949,2.736395757363531e+47,"(15.906990999914344, 4.894068196617152e+45)","(16.625937960482286, 5.51947914573175e+45)","(15.946795531628332, 9.961550967228306e+45)","(15.129766123327444, 1.6179796815208506e+46)","(14.09443889513873, 3.359273546130573e+46)","(13.481389218289396, 5.580800568463827e+46)","(13.297430409850206, 7.001268923176161e+46)",,,,
229,2016-02-14 09:52:00.000,2016-02-14 09:58:00.000,2016-02-14 10:30:00.000,C6.9,637.72242,284.693958,2497,2016-02-14 10:25:15.191,2016-02-14 10:03:10,,,2016-02-14 10:25:15.191,2016-02-14 10:25:15.191,9.783162014834494,2.0870357017996983e+47,12.523368956979565,3.665484199535401e+48,"(18.31787005661455, 2.1053232309588993e+46)","(16.262985176755038, 3.276135388025564e+46)","(14.290614527681678, 4.5538475348328633e+46)","(13.31533073102635, 6.191264978433628e+46)","(11.707948548116729, 1.420522000814202e+47)","(11.077989503087418, 2.7167968494977112e+47)","(10.934143748703544, 4.208138684897628e+47)",,,,
230,2016-02-14 11:53:00.000,2016-02-14 11:57:00.000,2016-02-14 12:01:00.000,C1.4,612.67068,287.340348,2497,2016-02-14 11:57:16.538,2016-02-14 11:53:40,,,2016-02-14 11:57:16.538,2016-02-14 11:57:16.538,15.050145563611038,2.9210617908987776e+46,11.796981881957715,4.755404170485433e+47,"(19.98800850194169, 4.95195545891467e+45)","(17.963496604659994, 7.615850195334332e+45)","(15.676667206154294, 2.1123252475281738e+46)","(14.788503247391178, 4.980955727595766e+46)","(13.909297580503859, 1.2335088037818443e+47)","(13.563060913305996, 1.734796504056763e+47)","(13.442709895252168, 1.964984449999853e+47)",,,,
231,2016-02-14 19:18:00.000,2016-02-14 19:26:00.000,2016-02-14 19:29:00.000,M1.0,694.07088,294.09264,2497,2016-02-14 19:26:46.368,2016-02-14 19:20:00,,,2016-02-14 19:26:46.368,2016-02-14 19:26:46.368,8.504238259390107,6.754283802099574e+46,12.278486379610507,6.054576801398554e+48,"(8.443284287585334, 5.919032957239288e+46)","(8.543667056931644, 7.172500891276797e+46)","(8.918353357727245, 1.23592960057163e+47)","(9.41989684057539, 2.351020994535381e+47)","(10.405082386717094, 6.148621577758231e+47)","(11.145560991278968, 1.4532896487447159e+48)","(11.282510306257462, 1.919411595521278e+48)",,,,
232,2016-02-14 21:10:00.000,2016-02-14 21:18:00.000,2016-02-14 21:27:00.000,C2.4,699.25944,261.687198,2497,2016-02-14 21:18:21.245,2016-02-14 21:11:40,,,2016-02-14 21:18:21.245,2016-02-14 21:18:21.245,9.858361742312109,4.978638085915788e+46,9.303536623373516,1.4125872497040219e+48,"(9.682004733056033, 4.2723414109025597e+46)","(9.850592975321305, 5.382453785464931e+46)","(10.14907058415527, 8.689809605526114e+46)","(10.318133477031216, 1.3207393255535794e+47)","(10.533804855367368, 2.5883146911146604e+47)","(10.539838772854024, 4.0645633372419116e+47)","(10.503506625096893, 4.863956249507296e+47)",,,,
233,2016-02-15 04:02:00.000,2016-02-15 04:18:00.000,2016-02-15 04:24:00.000,C3.9,747.56046,286.698426,2497,2016-02-15 04:18:46.388,2016-02-15 04:02:30,,,2016-02-15 04:18:46.388,2016-02-15 04:18:46.388,10.305636034861331,1.2546861619018125e+47,11.18086246257956,2.2222999983987652e+48,"(9.933731690966466, 5.201802719715201e+46)","(10.048469040431582, 7.868295315588203e+46)","(10.01015021731791, 1.4303002510171748e+47)","(9.989137340776042, 2.370228711756598e+47)","(9.810192324625886, 4.7095930199032026e+47)","(9.604563411517725, 6.1590325633198435e+47)","(9.655732009642835, 6.616746008817892e+47)",,,,
234,2016-02-15 05:27:00.000,2016-02-15 05:33:00.000,2016-02-15 05:38:00.000,C1.4,773.12748,251.048382,2497,2016-02-15 05:33:17.148,2016-02-15 05:28:40,,,2016-02-15 05:33:17.148,2016-02-15 05:33:17.148,11.448482158908398,1.2367436779275171e+47,11.112561890203043,5.2454307175837265e+47,"(10.658882603618634, 1.809899917318248e+46)","(10.832669636863246, 2.514156427243174e+46)","(11.055107451435685, 4.435544589056624e+46)","(11.2767498198637, 6.756214703184062e+46)","(11.462615090040961, 1.1961233281277703e+47)","(11.517356253321127, 1.6794518731764662e+47)","(11.515033935164933, 1.9286546139547335e+47)",,,,
235,2016-02-15 06:35:00.000,2016-02-15 06:38:00.000,2016-02-15 06:40:00.000,B6.4,755.59746,237.89763,2497,2016-02-15 06:38:24.705,2016-02-15 06:37:20,,,2016-02-15 06:38:24.705,2016-02-15 06:38:24.705,11.40920215882845,7.128231962107194e+46,10.513656513649988,1.3692702308034593e+47,"(9.258234278926759, 2.0939283157253398e+46)","(9.781183364030843, 2.214134149671793e+46)","(10.560422754730018, 2.628746508178676e+46)","(10.937488926947811, 2.9438065047294293e+46)","(11.365401244364163, 4.122837188171957e+46)","(11.450057372919169, 5.387701287807311e+46)","(11.46163410511817, 6.078131947587451e+46)",,,,
236,2016-02-15 07:20:00.000,2016-02-15 07:23:00.000,2016-02-15 07:32:00.000,B9.1,757.57176,285.173034,2497,2016-02-15 07:23:32.141,2016-02-15 07:21:20,,,2016-02-15 07:23:32.141,2016-02-15 07:23:32.141,14.706085569310853,2.2817932152781443e+46,11.243612173577608,2.632567763173751e+47,"(23.207796066943, 3.762896524887942e+45)","(19.83648624581485, 4.95285650421668e+45)","(17.410844407815414, 8.970794361235765e+45)","(15.705566258393999, 1.415742706430821e+46)","(14.455872006170383, 2.6740049766517063e+46)","(13.866253318576343, 4.3112693040937114e+46)","(13.731491768023716, 5.167117168489195e+46)",,,,
237,2016-02-15 08:26:00.000,2016-02-15 08:41:00.000,2016-02-15 08:46:00.000,C5.2,767.36346,283.592088,2497,2016-02-15 08:41:25.631,2016-02-15 08:27:10,,,2016-02-15 08:41:25.631,2016-02-15 08:41:25.631,10.845955306981638,1.3481897476588006e+47,11.262089937068536,2.9092943097223027e+48,"(10.754238151932272, 1.305034695025857e+47)","(11.035758594269254, 1.6608208819516641e+47)","(11.376758013221377, 2.3785920610664635e+47)","(11.532854269205648, 3.074171065929271e+47)","(11.312116339902063, 4.1506706893946965e+47)","(10.967765600616604, 4.991563702444335e+47)","(11.011413202039671, 5.675525995123096e+47)",,,,
238,2016-02-15 09:29:00.000,2016-02-15 09:34:00.000,2016-02-15 09:44:00.000,C2.3,786.24378,280.351668,2497,2016-02-15 09:34:07.711,2016-02-15 09:30:10,,,2016-02-15 09:34:07.711,2016-02-15 09:34:07.711,8.346075635391612,3.3186663722511136e+46,10.460105885175947,1.0700918614150807e+48,"(8.374809983576792, 3.4831371870994955e+46)","(7.962850683812152, 3.2862128179544816e+46)","(8.288831493657463, 3.2300231527739045e+46)","(8.893895743196348, 4.802811688176157e+46)","(9.813993568213023, 1.3195369990202527e+47)","(10.255070490178719, 2.608355529015672e+47)","(10.332744473334861, 3.2195293846119883e+47)",,,,
239,2016-02-15 10:41:00.000,2016-02-15 11:00:00.000,2016-02-15 11:06:00.000,M1.1,773.09496,251.127018,2497,2016-02-15 11:00:06.565,2016-02-15 10:42:50,,,2016-02-15 11:00:06.565,2016-02-15 11:00:06.565,12.464989252921406,2.9034846929713997e+47,12.79278005467541,6.536011271401038e+48,"(12.617013644554955, 1.845211898538178e+47)","(12.505790477529853, 2.9761092189049827e+47)","(12.486485446175777, 5.43739128634163e+47)","(12.343978794695087, 7.783459144215948e+47)","(11.609443702282217, 1.0508216019838498e+48)","(10.934762831827317, 1.1162347621255651e+48)","(10.779473822668603, 1.129055170799349e+48)",,,,
240,2016-02-15 14:40:00.000,2016-02-15 15:04:00.000,2016-02-15 15:13:00.000,C3.3,827.21088,241.118472,2497,2016-02-15 15:04:21.878,2016-02-15 14:40:50,,,2016-02-15 15:04:21.878,2016-02-15 15:04:21.878,11.075604804534361,1.0736912730144648e+47,9.478580727168868,2.0684730692023418e+48,"(11.122586733870735, 1.2396768041658747e+47)","(11.246561722175601, 1.980376125990111e+47)","(11.356933378162024, 4.297610420491458e+47)","(11.200448382422746, 6.274650784071237e+47)","(10.724231380844229, 8.22125961293285e+47)","(10.498029387083783, 9.666087963255133e+47)","(10.421228199086586, 1.0291666489715708e+48)",,,,
241,2016-02-15 17:14:00.000,2016-02-15 17:23:00.000,2016-02-15 17:27:00.000,C2.5,801.23016,246.271542,2497,2016-02-15 17:22:50.525,2016-02-15 17:15:00,,,2016-02-15 17:22:50.525,2016-02-15 17:22:50.525,13.26963092086241,1.3480035793684068e+47,11.543287579983115,1.3530529971413686e+48,"(14.628396021064354, 5.573623996179707e+46)","(13.925113428226668, 9.011520665376295e+46)","(13.14468696418306, 1.4448357508464338e+47)","(12.97044729485965, 2.30937272344081e+47)","(12.577296002679535, 3.9788882709432075e+47)","(12.1474940851361, 4.964622737231648e+47)","(11.96598801566742, 5.38366131084608e+47)",,,,
242,2016-02-15 17:32:00.000,2016-02-15 17:34:00.000,2016-02-15 17:36:00.000,C1.6,843.23658,237.651648,2497,2016-02-15 17:35:58.998,2016-02-15 17:33:10,,,2016-02-15 17:35:58.998,2016-02-15 17:35:58.998,12.583975175446946,7.00402752510689e+46,11.573661153100133,3.7703423783563325e+47,"(12.413116829677644, 2.0441727074843965e+46)","(12.484754634259007, 2.8454582120206164e+46)","(12.689219081093833, 4.407020124931065e+46)","(12.7261364812661, 6.181106108561479e+46)","(12.74907186577224, 1.098589918885454e+47)","(12.571742677997387, 1.4801982150964184e+47)","(12.453688757670696, 1.6483913626691756e+47)",,,,
243,2016-02-15 17:46:00.000,2016-02-15 17:52:00.000,2016-02-15 18:00:00.000,C4.2,801.22674,246.278706,2497,2016-02-15 17:52:15.885,2016-02-15 17:46:10,,,2016-02-15 17:52:15.885,2016-02-15 17:52:15.885,11.669301739963945,6.496013085789682e+46,12.077891170908464,1.8927085298850847e+48,"(10.091142718578109, 3.5041944547690724e+46)","(10.601345673910462, 4.045387879267499e+46)","(11.29494915613576, 5.166880404195018e+46)","(11.58687457279869, 6.526319987160387e+46)","(12.008710773192508, 1.339803843211823e+47)","(12.500880928795153, 3.699726184170272e+47)","(12.556275192956248, 4.93467290449924e+47)",,,,
244,2016-02-15 18:08:00.000,2016-02-15 18:12:00.000,2016-02-15 18:15:00.000,C2.2,843.2325,237.65841,2497,2016-02-15 18:12:24.195,2016-02-15 18:09:10,,,2016-02-15 18:12:24.195,2016-02-15 18:12:24.195,16.400115589606255,3.236115277052436e+46,12.06585990478382,5.169479654874487e+47,"(20.71362155947815, 5.774819409717884e+45)","(19.26847404991058, 8.575615206544927e+45)","(17.275218739121925, 1.9691724381425737e+46)","(16.18824728278493, 3.7880104924561966e+46)","(15.157414611449978, 9.045073958205484e+46)","(14.621801469463136, 1.5397962043989315e+47)","(14.431210107549191, 1.845630876287404e+47)",,,,
245,2016-02-15 18:42:00.000,2016-02-15 18:46:00.000,2016-02-15 18:49:00.000,C2.9,810.1245,244.601472,2497,2016-02-15 18:45:47.121,2016-02-15 18:43:30,,,2016-02-15 18:45:47.121,2016-02-15 18:45:47.121,12.484266693923345,5.378980629844375e+46,12.956247681063717,1.3175547937292108e+48,"(11.711617080329455, 1.6166849823016798e+46)","(10.785524553139972, 3.2665134079446794e+46)","(11.49341135647686, 2.4220484066083406e+46)","(11.953084831558042, 2.415860435504052e+46)","(12.803020574533669, 8.600224307280602e+46)","(13.244068433586184, 2.1512080885582395e+47)","(13.34268625505989, 2.964210467162215e+47)",,,,
246,2016-02-15 19:31:00.000,2016-02-15 19:37:00.000,2016-02-15 19:41:00.000,C1.2,817.58484,289.88604,2497,2016-02-15 19:37:19.578,2016-02-15 19:31:40,,,2016-02-15 19:37:19.578,2016-02-15 19:37:19.578,11.302674738880192,1.047079847426457e+47,10.89948724828705,4.927456300447346e+47,"(10.373117021056581, 2.416209243610373e+46)","(10.243184503544587, 3.198936799424031e+46)","(10.303532668262495, 4.653620621837648e+46)","(10.602486126976904, 6.040260537118841e+46)","(10.853003779216722, 9.241624829969663e+46)","(11.117352427539304, 1.2539270808094066e+47)","(11.236651115552338, 1.456198379072343e+47)",,,,
247,2016-02-15 19:46:00.000,2016-02-15 19:52:00.000,2016-02-15 19:55:00.000,C1.7,850.857,235.90038,2497,2016-02-15 19:51:52.021,2016-02-15 19:46:30,,,2016-02-15 19:51:52.021,2016-02-15 19:51:52.021,12.761073155412612,1.1582259887601237e+47,11.388345538247307,7.528618394959004e+47,"(8.033367023879494, nan)","(10.883706611049465, 7.18528143912075e+45)","(12.480902122013713, 1.9040929549873695e+46)","(12.762697661518107, 2.665528682115202e+46)","(12.956247567362622, 6.296786694381388e+46)","(12.733640495209972, 1.2108865912063066e+47)","(12.561883774985494, 1.580715339982976e+47)",,,,
248,2016-02-15 20:02:00.000,2016-02-15 20:06:00.000,2016-02-15 20:10:00.000,C1.6,835.32534,239.440092,2497,2016-02-15 20:06:16.271,2016-02-15 20:02:30,,,2016-02-15 20:06:16.271,2016-02-15 20:06:16.271,11.154903073412274,3.544538377124945e+46,10.488353654991576,4.266577689485284e+47,"(9.262662863009544, 2.507517407583298e+46)","(9.890383287384308, 2.5311295049048076e+46)","(10.903837442090236, 3.3646745731016187e+46)","(11.422291868696455, 4.985379338356447e+46)","(11.737226459793007, 9.646271550532158e+46)","(11.745825472712603, 1.3939140005584705e+47)","(11.700967574717327, 1.579067214154459e+47)",,,,
249,2016-02-15 20:53:00.000,2016-02-15 20:58:00.000,2016-02-15 21:05:00.000,C1.2,855.1677,250.457184,2497,2016-02-15 20:58:05.121,2016-02-15 20:55:10,,,2016-02-15 20:58:05.121,2016-02-15 20:58:05.121,9.495397601905642,9.268530781120697e+46,11.297327118257712,4.178652794236372e+47,"(9.271213488136814, 2.0969286673352588e+46)","(8.32438973805371, 1.2355423065655392e+47)","(8.719663211066084, 9.754130865956956e+46)","(9.252480929681022, 9.073576001835647e+46)","(10.177276433296122, 1.06104025052806e+47)","(10.789157638835688, 1.4355148646610002e+47)","(10.985163079226066, 1.6200983985301716e+47)",,,,
250,2016-02-15 21:14:00.000,2016-02-15 21:40:00.000,2016-02-15 21:49:00.000,C4.1,815.84604,259.236696,2497,2016-02-15 21:40:26.678,2016-02-15 21:15:20,,,2016-02-15 21:40:26.678,2016-02-15 21:40:26.678,9.41378962954428,2.237578827937211e+47,10.204688877548838,2.6366235329701204e+48,"(8.884021703392808, 1.7390653724633695e+47)","(8.637481475907013, 2.058460310170944e+47)","(8.366893060599686, 2.5548904511418987e+47)","(9.143954455078408, 4.681222379312833e+47)","(9.653765904819402, 1.0168006644097632e+48)","(9.519839162570339, 1.230554630708947e+48)","(9.43527331822777, 1.2911688495365586e+48)",,,,
251,2016-02-16 11:34:00.000,2016-02-16 11:38:00.000,2016-02-16 11:46:00.000,B5.4,886.3782,272.049216,2497,2016-02-16 11:37:47.905,2016-02-16 11:35:10,,,2016-02-16 11:37:47.905,2016-02-16 11:37:47.905,19.645684902742666,7.373480422684181e+45,9.32366259008074,1.579688703475007e+47,"(19.75635430978512, 1.1466178740779323e+46)","(19.256873678864643, 9.635860853352265e+45)","(21.950481676201775, 7.614632340082976e+45)","(20.79020692299257, 7.008086726484167e+45)","(17.784041394328426, 1.0294909775720825e+46)","(15.958314798773465, 2.2286411199541803e+46)","(15.459202291149952, 2.885235797255842e+46)",,,,
252,2016-02-16 13:36:00.000,2016-02-16 13:52:00.000,2016-02-16 13:57:00.000,C1.9,896.94786,268.300482,2497,2016-02-16 13:51:46.201,2016-02-16 13:46:20,,,2016-02-16 13:51:46.201,2016-02-16 13:51:46.201,9.181848205230247,1.6227848022116823e+47,10.293009187871673,8.204280457192834e+47,"(8.579419081694374, 3.7229832122825506e+46)","(8.524039511934147, 4.4946188448803174e+46)","(8.565368861693909, 6.410625765280138e+46)","(8.769580971818131, 8.750026447878875e+46)","(9.024249155168445, 1.4267753034184628e+47)","(9.262783420109736, 1.9757282320880146e+47)","(9.412354819797162, 2.3215857451912285e+47)",,,,
253,2016-02-16 15:29:00.000,2016-02-16 15:48:00.000,2016-02-16 15:53:00.000,C2.1,918.14562,230.01936,2497,2016-02-16 15:48:01.611,2016-02-16 15:29:30,,,2016-02-16 15:48:01.611,2016-02-16 15:48:01.611,10.89557022803636,4.619797713445953e+47,9.526511659453886,1.2245468205107702e+48,"(15.166456580062333, 2.9690570023902915e+46)","(15.073535880250544, 3.6023184313420966e+46)","(13.043452336212688, 3.0139840101425982e+47)","(12.551146271457105, 4.128515989255539e+47)","(11.139684563136726, 6.756770003482395e+47)","(10.447790981040404, 7.599596802898983e+47)","(10.076557450334239, 8.120951726133163e+47)",,,,
254,2016-02-16 16:47:00.000,2016-02-16 16:50:00.000,2016-02-16 16:57:00.000,C1.2,913.77276,231.955998,2497,2016-02-16 16:50:25.315,2016-02-16 16:48:00,,,2016-02-16 16:50:25.315,2016-02-16 16:50:25.315,16.698979681714224,3.0415609027079606e+46,12.264522692857055,2.900858387797393e+47,"(33.00430203648863, 2.8548007412109126e+45)","(23.559668808661694, 7.727024224012505e+45)","(19.333148435080094, 1.6753424920071035e+46)","(17.78549553605116, 2.4006980699577457e+46)","(15.808819877600923, 3.622442319557163e+46)","(14.620017146991696, 5.073987190048653e+46)","(14.479491639441683, 6.408168987369134e+46)",,,,
255,2016-02-16 18:44:00.000,2016-02-16 18:50:00.000,2016-02-16 18:53:00.000,C2.8,918.12102,230.034414,2497,2016-02-16 18:50:09.631,2016-02-16 18:45:20,,,2016-02-16 18:50:09.631,2016-02-16 18:50:09.631,9.473231909328868,1.2341630467296636e+47,11.861091692121816,1.4282521406627935e+48,"(8.448245949678038, 1.532398553023565e+47)","(9.05225955982594, 1.3213340335804975e+47)","(9.891205718970703, 1.2164384040246178e+47)","(10.41310909897326, 1.4311620026460905e+47)","(11.047178852069502, 2.1618630182049468e+47)","(11.611987180325805, 2.961869442094069e+47)","(11.758383323286203, 3.4492625152647187e+47)",,,,
256,2016-02-16 22:10:00.000,2016-02-16 22:15:00.000,2016-02-16 22:32:00.000,B8.2,928.14252,252.897972,2497,2016-02-16 22:15:13.945,2016-02-16 22:11:50,,,2016-02-16 22:15:13.945,2016-02-16 22:15:13.945,9.42765298998108,1.1897520293173962e+47,10.328904082758296,2.793363446854364e+47,"(6.957166729759379, 5.595788027012773e+46)","(6.4354528192360165, 3.712499865975081e+47)","(6.555448408507251, 2.8627122195927096e+47)","(6.936577457748487, 2.3899677484006105e+47)","(7.340181514325177, 2.162767780098944e+47)","(8.234886400197883, 1.9104066369665852e+47)","(8.579261169837157, 1.8759917007494016e+47)",,,,
257,2016-02-16 22:51:00.000,2016-02-16 22:58:00.000,2016-02-16 23:01:00.000,C1.3,929.4897,224.203026,2497,2016-02-16 22:58:53.328,2016-02-16 22:51:10,,,2016-02-16 22:58:53.328,2016-02-16 22:58:53.328,10.954710201761156,1.5318557247363945e+47,11.247273276099362,5.629109020785759e+47,"(17.189022795684902, 2.690354022848058e+46)","(15.946210120660997, 4.683425065905299e+46)","(14.275756047418396, 7.819781113107422e+46)","(13.37336265424854, 9.386013157012192e+46)","(12.471065500935342, 1.2254157026305857e+47)","(12.081281570695587, 1.7419774629576163e+47)","(11.867141080739112, 2.086361109171965e+47)",,,,
258,2016-02-16 23:32:00.000,2016-02-16 23:37:00.000,2016-02-16 23:40:00.000,B9.8,918.50892,258.755364,2497,2016-02-16 23:37:05.035,2016-02-16 23:28:30,,,2016-02-16 23:37:05.035,2016-02-16 23:37:05.035,8.088236129384372,1.315499911968953e+47,9.580039588426446,4.226019315647498e+47,"(24.686464696704995, 1.7757719083242345e+45)","(20.659654411289658, 4.47452274249516e+45)","(15.466957640363308, 2.125979991435113e+46)","(13.423053085861621, 3.7450674843258015e+46)","(11.680801917017034, 5.793077897135713e+46)","(10.603901273356817, 7.752149573045484e+46)","(10.334660494487776, 9.117214864556458e+46)",,,,
259,2016-02-17 00:41:00.000,2016-02-17 00:46:00.000,2016-02-17 00:46:00.000,B9.6,929.0949,238.588806,2497,2016-02-17 00:45:53.791,2016-02-17 00:42:50,,,2016-02-17 00:45:53.791,2016-02-17 00:45:53.791,11.065111730369354,4.585970493873911e+46,9.614203027502127,3.654120611673798e+47,"(11.022429202606686, 1.3336182960646886e+46)","(11.1124434330223, 1.850901885635751e+46)","(11.14201448048016, 2.8989735739970567e+46)","(11.045054922374925, 4.869934802133652e+46)","(10.92892434912749, 9.317029361531887e+46)","(10.77022113689727, 1.3843334341156374e+47)","(10.657625366868777, 1.5810298060240932e+47)",,,,
260,2016-02-17 01:03:00.000,2016-02-17 01:10:00.000,2016-02-17 01:14:00.000,C1.4,921.98694,256.814604,2497,2016-02-17 01:10:38.588,2016-02-17 01:04:50,,,2016-02-17 01:10:38.588,2016-02-17 01:10:38.588,9.679629761601854,2.1406101797048304e+47,9.837804559050209,6.202971321660855e+47,"(9.458533906171581, 4.483588825707685e+46)","(9.395586637456287, 5.494066145848475e+46)","(9.717103065690884, 9.398028419182215e+46)","(9.763064909974377, 1.4982653017180238e+47)","(9.644003669569754, 2.322606755530715e+47)","(9.418922383764636, 2.977795486376766e+47)","(9.295566978433055, 3.221035508343972e+47)",,,,
261,2016-02-17 01:44:00.000,2016-02-17 01:48:00.000,2016-02-17 01:50:00.000,C2.2,935.64948,220.273524,2497,2016-02-17 01:48:23.668,2016-02-17 01:43:40,,,2016-02-17 01:48:23.668,2016-02-17 01:48:23.668,7.538624786206496,1.6014657099281522e+47,12.534211176546549,1.146028472699054e+48,"(9.151922041722306, 4.900534408372071e+46)","(9.28379811117686, 5.515150622215541e+46)","(9.269534628617613, 7.080977772831917e+46)","(8.951138791128944, 8.531240874029702e+46)","(8.481005632600441, 1.0568252515722526e+47)","(8.239538431213727, 1.1948883394036822e+47)","(8.260095539997563, 1.2584198018438258e+47)",,,,
262,2016-02-17 02:33:00.000,2016-02-17 02:47:00.000,2016-02-17 02:55:00.000,C2.0,935.64312,220.275348,2497,2016-02-17 02:38:07.595,2016-02-17 02:34:20,,,2016-02-17 02:38:07.595,2016-02-17 02:38:07.595,12.754750395666933,3.978098702945009e+45,13.557130955278712,8.257708085069611e+47,"(12.602982381447605, 2.962865015785581e+45)","(11.54241373847452, 2.962865015785581e+45)","(12.706514704535072, 2.8765771295688985e+45)","(11.966665520208505, 1.0723278675439439e+46)","(11.438735028143237, 3.1713916995117097e+46)","(11.13963784844782, 9.889193140389969e+46)","(11.29695136169178, 1.5446787350117033e+47)",,,,
