,event_starttime,event_peaktime,event_endtime,fl_goescls,hpc_x,hpc_y,ar_noaanum,Actual Peak Time,Background End Time,Mean Onset Temp,Flare Peak Temp,Peak Flux NoSub,Peak Flux,Fancy Onset,Mean Onset 1/8,Mean Onset 1/6,Mean Onset 1/4,Mean Onset 1/3,Mean Onset 1/2,Mean Onset 2/3,Mean Onset 3/4
255,2016-02-16 18:44:00.000,2016-02-16 18:50:00.000,2016-02-16 18:53:00.000,C2.8,918.12102,230.034414,2497,2016-02-16 18:50:09.631,2016-02-16 18:45:20,,11.861091692121816,2016-02-16 18:50:09.631,2016-02-16 18:50:09.631,,,,,,,,
256,2016-02-16 22:10:00.000,2016-02-16 22:15:00.000,2016-02-16 22:32:00.000,B8.2,928.14252,252.897972,2497,2016-02-16 22:15:13.945,2016-02-16 22:11:50,,10.328904082758296,2016-02-16 22:15:13.945,2016-02-16 22:15:13.945,9.42765298998108,6.957166729759379,6.4354528192360165,6.555448408507251,6.936577457748487,7.340181514325177,8.234886400197883,8.579261169837157
257,2016-02-16 22:51:00.000,2016-02-16 22:58:00.000,2016-02-16 23:01:00.000,C1.3,929.4897,224.203026,2497,2016-02-16 22:58:53.328,2016-02-16 22:51:10,,11.247273276099362,2016-02-16 22:58:53.328,2016-02-16 22:58:53.328,10.954710201761156,,,,,,,
258,2016-02-16 23:32:00.000,2016-02-16 23:37:00.000,2016-02-16 23:40:00.000,B9.8,918.50892,258.755364,2497,2016-02-16 23:37:05.035,2016-02-16 23:28:30,,9.580039588426446,2016-02-16 23:37:05.035,2016-02-16 23:37:05.035,8.088236129384372,,,,,,,
259,2016-02-17 00:41:00.000,2016-02-17 00:46:00.000,2016-02-17 00:46:00.000,B9.6,929.0949,238.588806,2497,2016-02-17 00:45:53.791,2016-02-17 00:42:50,,9.614203027502127,2016-02-17 00:45:53.791,2016-02-17 00:45:53.791,,,,,,,,
260,2016-02-17 01:03:00.000,2016-02-17 01:10:00.000,2016-02-17 01:14:00.000,C1.4,921.98694,256.814604,2497,2016-02-17 01:10:38.588,2016-02-17 01:04:50,,9.837804559050209,2016-02-17 01:10:38.588,2016-02-17 01:10:38.588,,,,,,,,
261,2016-02-17 01:44:00.000,2016-02-17 01:48:00.000,2016-02-17 01:50:00.000,C2.2,935.64948,220.273524,2497,2016-02-17 01:48:23.668,2016-02-17 01:43:40,,12.534211176546549,2016-02-17 01:48:23.668,2016-02-17 01:48:23.668,7.538624786206496,9.151922041722306,9.28379811117686,9.269534628617613,8.951138791128944,8.481005632600441,8.239538431213727,8.260095539997563
262,2016-02-17 02:33:00.000,2016-02-17 02:47:00.000,2016-02-17 02:55:00.000,C2.0,935.64312,220.275348,2497,2016-02-17 02:38:07.595,2016-02-17 02:34:20,,13.557130955278712,2016-02-17 02:38:07.595,2016-02-17 02:38:07.595,,,,,,,,
263,2016-02-17 04:20:00.000,2016-02-17 04:23:00.000,2016-02-17 04:27:00.000,C1.0,941.64138,201.875316,2497,2016-02-17 04:23:50.225,2016-02-17 04:20:40,,9.116213596102504,2016-02-17 04:23:50.225,2016-02-17 04:23:50.225,,,,,,,,
264,2016-02-17 04:33:00.000,2016-02-17 04:39:00.000,2016-02-17 04:43:00.000,B9.5,925.16802,254.869962,2497,2016-02-17 04:39:44.588,2016-02-17 04:34:30,,8.611974129528265,2016-02-17 04:39:44.588,2016-02-17 04:39:44.588,9.722890764953512,9.766806484878703,9.939498978602556,10.04614420603966,10.071071161958093,9.86816984958616,9.627125187335198,9.478707007728019
265,2016-02-17 04:54:00.000,2016-02-17 05:01:00.000,2016-02-17 05:07:00.000,C9.4,937.02006,232.67985,2497,2016-02-17 05:01:43.491,2016-02-17 04:55:50,,13.180737784565954,2016-02-17 05:01:43.491,2016-02-17 05:01:43.491,,,,,,,,
266,2016-02-17 05:43:00.000,2016-02-17 05:50:00.000,2016-02-17 05:53:00.000,C2.0,938.95848,203.863866,2497,2016-02-17 05:49:57.298,2016-02-17 05:43:30,,10.48618801009011,2016-02-17 05:49:57.298,2016-02-17 05:49:57.298,,,,,,,,
267,2016-02-17 06:17:00.000,2016-02-17 06:22:00.000,2016-02-17 06:25:00.000,C2.9,942.74262,214.327698,2497,2016-02-17 06:22:51.555,2016-02-17 06:18:50,,11.862986580090565,2016-02-17 06:22:51.555,2016-02-17 06:22:51.555,12.34044685413126,11.616675344692254,11.899318825598126,12.082954164504617,12.157410493285067,12.276486811373983,12.278840499323131,12.395179704269468
268,2016-02-17 07:52:00.000,2016-02-17 07:56:00.000,2016-02-17 07:59:00.000,B9.1,938.26452,218.30598,2497,2016-02-17 07:55:56.401,2016-02-17 07:52:50,,10.322262478756715,2016-02-17 07:55:56.401,2016-02-17 07:55:56.401,12.96321099034687,,,,,,,
269,2016-02-17 08:39:00.000,2016-02-17 08:43:00.000,2016-02-17 08:46:00.000,C1.7,925.1364,254.878986,2497,2016-02-17 08:43:49.718,2016-02-17 08:40:40,,11.429898892872334,2016-02-17 08:43:49.718,2016-02-17 08:43:49.718,11.458406549021287,,,,,,,
270,2016-02-17 09:54:00.000,2016-02-17 10:01:00.000,2016-02-17 10:09:00.000,C2.0,931.7826,271.481586,2497,2016-02-17 10:01:55.491,2016-02-17 09:54:20,,9.213358245297488,2016-02-17 10:01:55.491,2016-02-17 10:01:55.491,9.95205969948596,,,,,,,
271,2016-02-17 10:59:00.000,2016-02-17 11:00:00.000,2016-02-17 11:09:00.000,C1.0,935.11626,246.99888,2497,2016-02-17 11:04:43.765,2016-02-17 11:00:10,,10.517611267757758,2016-02-17 11:04:43.765,2016-02-17 11:04:43.765,,,,,,,,
272,2016-02-17 11:30:00.000,2016-02-17 11:34:00.000,2016-02-17 11:37:00.000,C1.2,936.30114,255.30345,2497,2016-02-17 11:34:39.841,2016-02-17 11:30:30,,10.650959404625642,2016-02-17 11:34:39.841,2016-02-17 11:34:39.841,,,,,,,,
273,2016-02-17 11:48:00.000,2016-02-17 11:52:00.000,2016-02-17 11:57:00.000,B8.1,928.03722,252.922152,2497,2016-02-17 11:52:26.838,2016-02-17 11:48:00,,13.04890792940639,2016-02-17 11:52:26.838,2016-02-17 11:52:26.838,,,,,,,,
274,2016-02-17 12:28:00.000,2016-02-17 12:40:00.000,2016-02-17 12:56:00.000,C1.3,936.29352,255.301896,2497,2016-02-17 12:40:40.621,2016-02-17 12:29:40,,10.0986873972576,2016-02-17 12:40:40.621,2016-02-17 12:40:40.621,,,,,,,,
275,2016-02-17 17:45:00.000,2016-02-17 17:51:00.000,2016-02-17 18:02:00.000,C1.2,-50.8340106,201.110022,2503,2016-02-17 17:51:47.928,2016-02-17 17:46:30,,9.156445748684275,2016-02-17 17:51:47.928,2016-02-17 17:51:47.928,10.057026421669018,8.33771666110997,8.56822284469735,8.974187754688145,9.27011860602773,9.731239773257052,9.91320560157342,9.924859013066042
276,2016-02-17 18:06:00.000,2016-02-17 18:13:00.000,2016-02-17 18:19:00.000,C7.4,945.099,220.712916,2497,2016-02-17 18:13:12.011,2016-02-17 18:07:30,,13.078428993600854,2016-02-17 18:13:12.011,2016-02-17 18:13:12.011,10.6038850187644,10.468453396445764,10.601891283894899,10.629261905763414,10.597314885426314,10.572782218048111,11.112314055461946,11.429852929133752
277,2016-02-17 20:05:00.000,2016-02-17 20:22:00.000,2016-02-17 20:50:00.000,C4.6,952.14168,187.847994,2497,2016-02-17 20:21:54.961,2016-02-17 20:06:10,,10.358156662839384,2016-02-17 20:21:54.961,2016-02-17 20:21:54.961,12.302404755319325,10.184915653847982,10.690351223644889,11.432340319371038,12.011939327491959,12.468463182453801,12.399950288691548,12.320042628426808
278,2016-02-17 21:52:00.000,2016-02-17 21:58:00.000,2016-02-17 22:02:00.000,C2.1,945.06906,220.706598,2497,2016-02-17 21:58:36.915,2016-02-17 21:53:50,,11.973970917540312,2016-02-17 21:58:36.915,2016-02-17 21:58:36.915,,,,,,,,
279,2016-02-18 01:49:00.000,2016-02-18 01:58:00.000,2016-02-18 02:04:00.000,C7.2,943.4598,224.710308,2497,2016-02-18 01:58:11.785,2016-02-18 01:47:20,,14.130132415561414,2016-02-18 01:58:11.785,2016-02-18 01:58:11.785,11.716737232797028,,,,,,,
280,2016-02-18 04:01:00.000,2016-02-18 04:07:00.000,2016-02-18 04:21:00.000,C1.0,945.01992,220.696218,2497,2016-02-18 04:10:01.128,2016-02-18 04:01:50,,10.62734138912816,2016-02-18 04:10:01.128,2016-02-18 04:10:01.128,,,,,,,,
281,2016-02-18 07:20:00.000,2016-02-18 07:27:00.000,2016-02-18 07:32:00.000,B7.8,944.99334,220.690584,2497,2016-02-18 07:26:45.715,2016-02-18 07:20:50,,14.72563656671138,2016-02-18 07:26:45.715,2016-02-18 07:26:45.715,,,,,,,,
282,2016-02-18 16:07:00.000,2016-02-18 16:44:00.000,2016-02-18 17:21:00.000,C1.1,940.31916,239.008422,2497,2016-02-18 16:44:48.075,2016-02-18 16:37:10,,9.684441079037617,2016-02-18 16:44:48.075,2016-02-18 16:44:48.075,11.394650295432463,,,,,,,
283,2016-02-18 19:59:00.000,2016-02-18 20:25:00.000,2016-02-18 20:58:00.000,C1.2,951.94824,187.816716,2497,2016-02-18 20:04:20.575,2016-02-18 20:00:50,,18.87866241055443,2016-02-18 20:04:20.575,2016-02-18 20:04:20.575,,,,,,,,
284,2016-02-18 21:08:00.000,2016-02-18 21:13:00.000,2016-02-18 21:17:00.000,C1.8,-380.228844,159.102798,2501,2016-02-18 21:13:01.125,2016-02-18 21:08:50,,10.068940905357243,2016-02-18 21:13:01.125,2016-02-18 21:13:01.125,9.85451752654917,8.811576633889112,9.283155917033849,9.850090571792279,10.171431254574319,10.572990019296038,10.743113081891225,10.76227164698112
285,2016-02-18 22:35:00.000,2016-02-18 23:30:00.000,2016-02-19 00:10:00.000,B7.1,951.92694,187.813236,2497,2016-02-18 23:30:09.955,2016-02-18 23:22:50,,8.284245183463222,2016-02-18 23:30:09.955,2016-02-18 23:30:09.955,,,,,,,,
286,2016-02-19 00:03:00.000,2016-02-19 00:19:00.000,2016-02-19 00:53:00.000,C1.6,955.00902,171.297156,2497,2016-02-19 00:18:54.491,2016-02-19 00:04:30,,10.275346809858767,2016-02-19 00:18:54.491,2016-02-19 00:18:54.491,,,,,,,,
287,2016-02-19 01:17:00.000,2016-02-19 01:40:00.000,2016-02-19 02:10:00.000,C1.3,954.99882,171.29574,2497,2016-02-19 01:40:23.051,2016-02-19 01:20:30,,8.719749733484417,2016-02-19 01:40:23.051,2016-02-19 01:40:23.051,10.533019180123846,10.998181206222043,10.881673362435244,10.76994729290131,10.695250510198008,10.482676731158623,10.246126728694826,10.106899762841572
288,2016-02-19 03:06:00.000,2016-02-19 03:20:00.000,2016-02-19 03:52:00.000,C2.0,-847.00716,-459.997512,0,2016-02-19 03:21:18.965,2016-02-19 03:04:10,,8.730507957575654,2016-02-19 03:21:18.965,2016-02-19 03:21:18.965,12.045752633499587,12.60666224568483,12.425036904806845,12.514415430749516,12.570001467662491,12.267282060906085,11.954380493963603,11.754011446335904
289,2016-02-19 04:33:00.000,2016-02-19 05:08:00.000,2016-02-19 05:51:00.000,C2.1,960.28644,138.11301,2497,2016-02-19 05:09:14.705,2016-02-19 04:33:40,,10.01886688118577,2016-02-19 05:09:14.705,2016-02-19 05:09:14.705,10.33012701680522,10.30086926360772,10.679097073769134,11.05404498210903,11.193887730389477,11.061710879419982,10.743975706109868,10.654952133063617
290,2016-02-19 08:49:00.000,2016-02-19 09:02:00.000,2016-02-19 09:21:00.000,C1.4,960.25092,138.109746,2497,2016-02-19 09:02:30.608,2016-02-19 08:50:40,,11.680221965471993,2016-02-19 09:02:30.608,2016-02-19 09:02:30.608,,,,,,,,
291,2016-02-19 12:36:00.000,2016-02-19 12:40:00.000,2016-02-19 12:52:00.000,B4.0,957.70806,154.718442,2497,2016-02-19 12:40:28.975,2016-02-19 12:37:00,,13.24851797773844,2016-02-19 12:40:28.975,2016-02-19 12:40:28.975,,14.105599078662458,13.861937636871323,13.968441724607883,13.675085657406566,13.425749535762591,13.28097832708009,13.2493986411038
292,2016-02-19 17:49:00.000,2016-02-19 17:57:00.000,2016-02-19 18:06:00.000,C1.0,-854.9583,-445.04688,0,2016-02-19 17:56:59.855,2016-02-19 17:50:00,,7.461045999939128,2016-02-19 17:56:59.855,2016-02-19 17:56:59.855,9.30877759955017,10.383385496987849,10.404503647489264,10.356585167304498,10.260758410389679,10.08575910675808,9.880922320972553,9.759096578178424
293,2016-02-19 22:49:00.000,2016-02-19 23:10:00.000,2016-02-19 23:18:00.000,C2.7,-892.14156,-370.699944,0,2016-02-19 23:10:44.951,2016-02-19 22:51:30,,9.918068170293694,2016-02-19 23:10:44.951,2016-02-19 23:10:44.951,10.045261255345316,10.18462730777688,10.288330094133874,10.295623132307224,10.16716719527396,9.730502016951911,9.491635523233882,9.548370903806727
294,2016-02-20 00:20:00.000,2016-02-20 01:31:00.000,2016-02-20 01:50:00.000,B8.9,-862.7073,-430.01979,0,2016-02-20 01:31:34.971,2016-02-20 00:58:30,,7.122689859445759,2016-02-20 01:31:34.971,2016-02-20 01:31:34.971,7.600599490096294,,,,,,,
295,2016-02-20 00:49:00.000,2016-02-20 01:31:00.000,2016-02-20 01:42:00.000,B8.9,-862.70364,-430.016634,0,2016-02-20 01:31:34.971,2016-02-20 01:05:50,,7.338400842154605,2016-02-20 01:31:34.971,2016-02-20 01:31:34.971,8.033091669703364,,,,,,,
296,2016-02-20 06:49:00.000,2016-02-20 06:58:00.000,2016-02-20 07:11:00.000,B9.6,-885.34122,-386.118618,0,2016-02-20 06:58:22.405,2016-02-20 06:50:50,,8.649525999637033,2016-02-20 06:58:22.405,2016-02-20 06:58:22.405,9.421132457325385,9.690050799232305,9.8265259704768,9.628357665980808,9.520789538925289,9.545448209356211,9.53416854779395,9.52456960537181
297,2016-02-20 08:04:00.000,2016-02-20 08:09:00.000,2016-02-20 08:13:00.000,B4.6,-885.3315,-386.111544,0,2016-02-20 08:09:09.915,2016-02-20 08:05:50,,7.996550669800381,2016-02-20 08:09:09.915,2016-02-20 08:09:09.915,9.86537422400822,8.915800816835668,9.23435871009788,9.819858569147883,9.917846729915041,9.848833401883944,9.684926361723694,9.609835719055216
298,2016-02-21 04:23:00.000,2016-02-21 04:24:00.000,2016-02-21 04:29:00.000,B2.5,540.316932,215.828988,2505,2016-02-21 04:26:23.005,2016-02-21 04:24:10,,7.800862376637714,2016-02-21 04:26:23.005,2016-02-21 04:26:23.005,,,,,,,,
299,2016-02-21 07:43:00.000,2016-02-21 07:53:00.000,2016-02-21 07:55:00.000,B5.1,593.37165,227.480448,2505,2016-02-21 07:53:01.491,2016-02-21 07:40:50,,8.115640779389036,2016-02-21 07:53:01.491,2016-02-21 07:53:01.491,6.297523763357627,,,,,,,
300,2016-02-21 10:10:00.000,2016-02-21 10:13:00.000,2016-02-21 10:21:00.000,B2.9,581.387346,212.288256,2505,2016-02-21 10:13:24.821,2016-02-21 10:11:40,,8.482072576669857,2016-02-21 10:13:24.821,2016-02-21 10:13:24.821,9.443467289255938,9.902174082536462,9.866111118819099,9.885225877941739,9.682931896398456,9.520761883811158,9.514864630782673,9.464583126927154
301,2016-02-21 13:00:00.000,2016-02-21 13:04:00.000,2016-02-21 13:08:00.000,B5.1,607.8825,209.763048,2505,2016-02-21 13:04:39.501,2016-02-21 13:02:10,,9.11909827950737,2016-02-21 13:04:39.501,2016-02-21 13:04:39.501,,,,,,,,
302,2016-02-21 14:42:00.000,2016-02-21 15:41:00.000,2016-02-21 16:42:00.000,B3.7,619.41294,224.960022,2505,2016-02-21 15:50:16.271,2016-02-21 14:55:20,,5.900501468665108,2016-02-21 15:50:16.271,2016-02-21 15:50:16.271,,,,,,,,
303,2016-02-22 16:27:00.000,2016-02-22 16:31:00.000,2016-02-22 16:33:00.000,B4.0,-960.3129,-109.026408,0,2016-02-22 16:31:18.185,2016-02-22 16:29:40,,8.825803449789152,2016-02-22 16:31:18.185,2016-02-22 16:31:18.185,10.116400758879973,,,,,,,
304,2016-02-22 18:41:00.000,2016-02-22 18:44:00.000,2016-02-22 18:47:00.000,B4.3,-959.05206,-106.964766,0,2016-02-22 18:45:02.161,2016-02-22 18:40:50,,8.42290952306691,2016-02-22 18:45:02.161,2016-02-22 18:45:02.161,,,,,,,,
305,2016-02-22 20:43:00.000,2016-02-22 20:55:00.000,2016-02-22 20:59:00.000,B8.7,-953.5581,-100.809012,0,2016-02-22 20:55:00.885,2016-02-22 20:44:00.000,,10.124574477201847,2016-02-22 20:55:00.885,2016-02-22 20:55:00.885,8.384332950602115,,,,,,,
306,2016-02-23 01:01:00.000,2016-02-23 01:09:00.000,2016-02-23 01:13:00.000,B9.7,-945.42582,-94.6809,0,2016-02-23 01:08:43.595,2016-02-23 01:02:00.000,,10.201710848100142,2016-02-23 01:08:43.595,2016-02-23 01:08:43.595,9.836273303656666,,,,,,,
307,2016-02-24 00:54:00.000,2016-02-24 01:01:00.000,2016-02-24 01:04:00.000,B3.0,-866.44632,-65.129628,0,2016-02-24 01:01:21.448,2016-02-24 00:55:00.000,,6.762629738273985,2016-02-24 01:01:21.448,2016-02-24 01:01:21.448,7.777829217176286,,,,,,,
308,2016-02-24 01:13:00.000,2016-02-24 01:18:00.000,2016-02-24 01:20:00.000,B3.5,-866.44368,-65.126958,0,2016-02-24 01:18:11.108,2016-02-24 01:14:20,,7.639406339155018,2016-02-24 01:18:11.108,2016-02-24 01:18:11.108,,,,,,,,
309,2016-02-24 03:43:00.000,2016-02-24 03:48:00.000,2016-02-24 03:50:00.000,B2.6,-866.42292,-65.105994,0,2016-02-24 03:48:07.921,2016-02-24 03:44:00.000,,6.318632610003322,2016-02-24 03:48:07.921,2016-02-24 03:48:07.921,,,,,,,,
310,2016-02-24 05:27:00.000,2016-02-24 05:30:00.000,2016-02-24 05:32:00.000,B1.9,720.69264,147.692844,2501,2016-02-24 05:30:25.731,2016-02-24 05:29:00,,6.55872958122303,2016-02-24 05:30:25.731,2016-02-24 05:30:25.731,,,,,,,,
311,2016-02-24 06:57:00.000,2016-02-24 07:02:00.000,2016-02-24 07:05:00.000,B2.9,-16.4566014,-941.09274,0,2016-02-24 07:02:06.608,2016-02-24 06:58:00.000,,9.0269014649207,2016-02-24 07:02:06.608,2016-02-24 07:02:06.608,,,,,,,,
312,2016-02-24 08:08:00.000,2016-02-24 08:12:00.000,2016-02-24 08:15:00.000,B3.0,742.78968,144.534834,2501,2016-02-24 08:12:11.108,2016-02-24 08:10:40,,8.438901749034033,2016-02-24 08:12:11.108,2016-02-24 08:12:11.108,,,,,,,,
313,2016-02-24 12:23:00.000,2016-02-24 12:29:00.000,2016-02-24 12:32:00.000,C1.4,-791.6484,-32.0445768,2506,2016-02-24 12:29:24.635,2016-02-24 12:24:00.000,,9.210342970703126,2016-02-24 12:29:24.635,2016-02-24 12:29:24.635,,,,,,,,
314,2016-02-24 16:41:00.000,2016-02-24 16:46:00.000,2016-02-24 16:49:00.000,B4.4,-761.6703,-26.9602746,2506,2016-02-24 16:46:19.728,2016-02-24 16:42:00.000,,8.083945413116169,2016-02-24 16:46:19.728,2016-02-24 16:46:19.728,13.61117156984686,,,,,,,
315,2016-02-24 17:17:00.000,2016-02-24 17:20:00.000,2016-02-24 17:22:00.000,B4.5,-780.31866,-47.155317,2506,2016-02-24 17:20:46.135,2016-02-24 17:18:00.000,,9.401895404131485,2016-02-24 17:20:46.135,2016-02-24 17:20:46.135,,,,,,,,
316,2016-02-24 18:40:00.000,2016-02-24 18:44:00.000,2016-02-24 18:48:00.000,B4.3,-770.34534,-45.4645182,2506,2016-02-24 18:46:28.608,2016-02-24 18:39:40,,9.812657226904493,2016-02-24 18:46:28.608,2016-02-24 18:46:28.608,,,,,,,,
317,2016-02-24 21:24:00.000,2016-02-24 21:34:00.000,2016-02-24 21:46:00.000,B3.4,-760.12566,-43.7807538,2506,2016-02-24 21:34:43.118,2016-02-24 21:24:10,,8.049461864827986,2016-02-24 21:34:43.118,2016-02-24 21:34:43.118,,,,,,,,
318,2016-02-25 09:15:00.000,2016-02-25 09:23:00.000,2016-02-25 09:43:00.000,B3.2,-695.4381,-17.3043516,2506,2016-02-25 09:24:14.575,2016-02-25 09:16:00.000,,7.434662650579265,2016-02-25 09:24:14.575,2016-02-25 09:24:14.575,9.998037831525604,10.552153263669005,10.238650216858325,10.001692352500609,10.19635784383078,9.870686283008512,9.476774092888375,9.430132895385864
319,2016-02-25 10:13:00.000,2016-02-25 10:16:00.000,2016-02-25 10:19:00.000,B3.4,-694.05252,-34.1859396,2506,2016-02-25 10:16:40.265,2016-02-25 10:14:00.000,,9.590049423309218,2016-02-25 10:16:40.265,2016-02-25 10:16:40.265,,,,,,,,
320,2016-02-25 12:59:00.000,2016-02-25 13:00:00.000,2016-02-25 13:06:00.000,B2.4,-359.555958,-371.994732,0,2016-02-25 13:03:00.028,2016-02-25 13:01:10,,8.722654125736293,2016-02-25 13:03:00.028,2016-02-25 13:03:00.028,,,,,,,,
321,2016-02-25 19:11:00.000,2016-02-25 19:56:00.000,2016-02-25 20:09:00.000,B8.0,-658.07778,-29.685687,2506,2016-02-25 20:04:14.091,2016-02-25 19:12:00.000,,18.882762217226805,2016-02-25 20:04:14.091,2016-02-25 20:04:14.091,7.759243741737708,,,,,,,
322,2016-02-25 19:17:00.000,2016-02-25 19:56:00.000,2016-02-25 20:30:00.000,B8.0,-658.07712,-29.6845752,2506,2016-02-25 20:04:14.091,2016-02-25 19:18:00.000,,18.882885313514564,2016-02-25 20:04:14.091,2016-02-25 20:04:14.091,8.051473917181236,,,,,,,
323,2016-02-26 05:10:00.000,2016-02-26 05:13:00.000,2016-02-26 05:17:00.000,B2.8,-554.730438,-2.09636418,2506,2016-02-26 05:13:26.201,2016-02-26 05:09:10,,8.879754044197039,2016-02-26 05:13:26.201,2016-02-26 05:13:26.201,,,,,,,,
324,2016-02-26 09:43:00.000,2016-02-26 09:51:00.000,2016-02-26 10:06:00.000,C1.0,-511.536408,-15.4951218,2506,2016-02-26 09:50:31.685,2016-02-26 09:44:00.000,,8.977021612032209,2016-02-26 09:50:31.685,2016-02-26 09:50:31.685,9.192874638679001,,,,,,,
325,2016-02-26 21:58:00.000,2016-02-26 22:02:00.000,2016-02-26 22:06:00.000,B3.0,778.29852,374.274696,2507,2016-02-26 22:01:43.415,2016-02-26 21:59:00.000,,6.012779344409518,2016-02-26 22:01:43.415,2016-02-26 22:01:43.415,8.228106428112183,,,,,,,
326,2016-02-27 04:51:00.000,2016-02-27 04:56:00.000,2016-02-27 05:01:00.000,B6.5,-298.38273,-2.85423294,2506,2016-02-27 04:56:14.171,2016-02-27 04:52:40,,9.862928932826271,2016-02-27 04:56:14.171,2016-02-27 04:56:14.171,,,,,,,,
327,2016-02-27 05:16:00.000,2016-02-27 05:21:00.000,2016-02-27 05:26:00.000,B6.3,-345.211662,-21.9169068,2506,2016-02-27 05:21:25.581,2016-02-27 05:17:50,,9.444912875566835,2016-02-27 05:21:25.581,2016-02-27 05:21:25.581,9.966837013336336,9.084420948402071,9.554088783511835,9.98217734649535,9.94303307926802,9.913445991242531,9.842180449792181,9.809464419333104
328,2016-02-27 05:44:00.000,2016-02-27 05:55:00.000,2016-02-27 06:01:00.000,C3.3,-345.210024,-21.911358,2506,2016-02-27 05:54:58.748,2016-02-27 05:42:40,,11.43860551720088,2016-02-27 05:54:58.748,2016-02-27 05:54:58.748,,,,,,,,
329,2016-02-27 11:30:00.000,2016-02-27 11:34:00.000,2016-02-27 11:37:00.000,B2.5,-314.334918,-3.44477532,2506,2016-02-27 11:33:57.185,2016-02-27 11:31:00.000,,8.292061147879053,2016-02-27 11:33:57.185,2016-02-27 11:33:57.185,,,,,,,,
330,2016-02-27 15:11:00.000,2016-02-27 15:15:00.000,2016-02-27 15:18:00.000,B2.8,-216.7119,-16.8896496,2506,2016-02-27 15:15:28.508,2016-02-27 15:12:00.000,,9.39371182627184,2016-02-27 15:15:28.508,2016-02-27 15:15:28.508,,,,,,,,
331,2016-02-28 06:30:00.000,2016-02-28 06:56:00.000,2016-02-28 07:11:00.000,B4.5,-167.269854,-15.4587432,2506,2016-02-28 06:54:36.681,2016-02-28 06:31:00.000,,6.7731588864676056,2016-02-28 06:54:36.681,2016-02-28 06:54:36.681,,,,,,,,
332,2016-02-28 11:31:00.000,2016-02-28 11:38:00.000,2016-02-28 11:52:00.000,B4.1,-33.6954792,3.33164112,2506,2016-02-28 11:38:09.195,2016-02-28 11:29:40,,9.713505758040878,2016-02-28 11:38:09.195,2016-02-28 11:38:09.195,9.398430484453723,,,,,,,
333,2016-02-28 17:17:00.000,2016-02-28 17:21:00.000,2016-02-28 17:32:00.000,B2.6,16.882857,20.4214284,2506,2016-02-28 17:21:01.055,2016-02-28 17:18:00.000,,9.206514790157222,2016-02-28 17:21:01.055,2016-02-28 17:21:01.055,,,,,,,,
334,2016-02-29 04:19:00.000,2016-02-29 04:29:00.000,2016-02-29 04:41:00.000,B6.9,50.2740018,-30.5375346,2506,2016-02-29 04:29:57.431,2016-02-29 04:20:00.000,,7.178681225881867,2016-02-29 04:29:57.431,2016-02-29 04:29:57.431,,,,,,,,
335,2016-02-29 16:43:00.000,2016-02-29 17:06:00.000,2016-02-29 17:27:00.000,B5.2,-965.42106,69.101604,0,2016-02-29 17:06:45.075,2016-02-29 16:44:00.000,,6.972083732395148,2016-02-29 17:06:45.075,2016-02-29 17:06:45.075,,,,,,,,
336,2016-03-01 00:46:00.000,2016-03-01 00:52:00.000,2016-03-01 00:56:00.000,B6.2,-964.00446,85.798884,2511,2016-03-01 00:52:09.305,2016-03-01 00:47:00.000,,8.593209210425245,2016-03-01 00:52:09.305,2016-03-01 00:52:09.305,,,,,,,,
337,2016-03-01 07:50:00.000,2016-03-01 09:36:00.000,2016-03-01 09:50:00.000,B2.7,-845.05914,254.142774,2513,2016-03-01 09:35:55.558,2016-03-01 07:51:00.000,,,2016-03-01 09:35:55.558,2016-03-01 09:35:55.558,,,,,,,,
338,2016-03-01 16:12:00.000,2016-03-01 16:17:00.000,2016-03-01 16:33:00.000,B2.4,466.480962,-28.2729462,2506,2016-03-01 16:17:27.861,2016-03-01 16:13:00.000,,3.2152729799043738,2016-03-01 16:17:27.861,2016-03-01 16:17:27.861,,,,,,,,
339,2016-03-01 17:34:00.000,2016-03-01 17:57:00.000,2016-03-01 18:03:00.000,B3.4,-951.34044,88.12086,2511,2016-03-01 17:57:28.421,2016-03-01 17:35:00.000,,6.565090716148276,2016-03-01 17:57:28.421,2016-03-01 17:57:28.421,,,,,,,,
340,2016-03-01 17:44:00.000,2016-03-01 17:57:00.000,2016-03-01 18:08:00.000,B3.5,-951.33876,88.12089,2511,2016-03-01 17:57:28.421,2016-03-01 17:45:00.000,,5.8686709431620825,2016-03-01 17:57:28.421,2016-03-01 17:57:28.421,,,,,,,,
341,2016-03-02 21:08:00.000,2016-03-02 21:45:00.000,2016-03-02 22:20:00.000,B2.7,687.5436,-83.535582,2506,2016-03-02 21:45:10.515,2016-03-02 21:09:00.000,,5.676855584326779,2016-03-02 21:45:10.515,2016-03-02 21:45:10.515,,,,,,,,
342,2016-03-03 01:36:00.000,2016-03-03 02:03:00.000,2016-03-03 02:57:00.000,B4.6,-866.34966,153.751758,2511,2016-03-03 02:03:15.331,2016-03-03 01:37:00.000,,6.3645598355366095,2016-03-03 02:03:15.331,2016-03-03 02:03:15.331,,,,,,,,
343,2016-03-03 15:19:00.000,2016-03-03 15:50:00.000,2016-03-03 16:08:00.000,B5.2,-200.506794,1.4651331,0,2016-03-03 15:49:28.568,2016-03-03 15:43:40,,8.443764528702848,2016-03-03 15:49:28.568,2016-03-03 15:49:28.568,,,,,,,,
